STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       3987;2023052809;    3;  20.2;  35.0;eor
       3987;2023052810;    3;  21.1;  32.0;eor
       3987;2023052811;    3;  21.3;  28.0;eor
       3987;2023052812;    3;  22.1;  25.0;eor
       3987;2023052813;    3;  23.9;  25.0;eor
       3987;2023052814;    3;  24.2;  25.0;eor
       3987;2023052815;    3;  24.3;  24.0;eor
       3987;2023052816;    3;  23.5;  27.0;eor
       3987;2023052817;    3;  23.0;  33.0;eor
       3987;2023052818;    3;  21.4;  37.0;eor
       3987;2023052819;    3;  19.2;  44.0;eor
       3987;2023052820;    3;  16.6;  54.0;eor
       3987;2023052821;    3;  16.1;  54.0;eor
       3987;2023052822;    3;  16.1;  59.0;eor
       3987;2023052823;    3;  13.6;  70.0;eor
       3987;2023052900;    3;  12.9;  70.0;eor
       3987;2023052901;    3;  11.7;  74.0;eor
       3987;2023052902;    3;  10.6;  77.0;eor
       3987;2023052903;    3;  10.2;  83.0;eor
       3987;2023052904;    3;  10.7;  81.0;eor
       3987;2023052905;    3;  11.9;  78.0;eor
       3987;2023052906;    3;  13.6;  67.0;eor
       3987;2023052907;    3;  16.0;  54.0;eor
       3987;2023052908;    3;  18.0;  46.0;eor
       3987;2023052909;    3;  20.2;  42.0;eor
       3987;2023052910;    3;  20.2;  44.0;eor
       3987;2023052911;    3;  20.4;  43.0;eor
       3987;2023052912;    3;  21.8;  37.0;eor
       3987;2023052913;    3;  20.9;  38.0;eor
       3987;2023052914;    3;  21.1;  36.0;eor
       3987;2023052915;    3;  21.3;  36.0;eor
       3987;2023052916;    3;  21.2;  37.0;eor
       3987;2023052917;    3;  19.7;  39.0;eor
       3987;2023052918;    3;  18.2;  40.0;eor
       3987;2023052919;    3;  17.0;  41.0;eor
       3987;2023052920;    3;  14.9;  45.0;eor
       3987;2023052921;    3;  14.0;  47.0;eor
       3987;2023052922;    3;  12.6;  53.0;eor
       3987;2023052923;    3;  11.1;  61.0;eor
       3987;2023053000;    3;  10.2;  65.0;eor
       3987;2023053001;    3;  10.1;  67.0;eor
       3987;2023053002;    3;   8.7;  74.0;eor
       3987;2023053003;    3;   7.9;  80.0;eor
       3987;2023053004;    3;   8.0;  84.0;eor
       3987;2023053005;    3;   9.0;  83.0;eor
       3987;2023053006;    3;  11.7;  68.0;eor
       3987;2023053007;    3;  14.8;  60.0;eor
       3987;2023053008;    3;  17.1;  45.0;eor
       3987;2023053009;    3;  18.3;  42.0;eor
       3987;2023053010;    3;  19.6;  38.0;eor
       3987;2023053011;    3;  20.1;  37.0;eor
       3987;2023053012;    3;  21.4;  37.0;eor
       3987;2023053013;    3;  21.7;  36.0;eor
       3987;2023053014;    3;  21.3;  35.0;eor
       3987;2023053015;    3;  23.1;  31.0;eor
       3987;2023053016;    3;  22.4;  32.0;eor
       3987;2023053017;    3;  21.8;  30.0;eor
       3987;2023053018;    3;  20.3;  34.0;eor
       3987;2023053019;    3;  18.0;  42.0;eor
       3987;2023053020;    3;  16.1;  50.0;eor
       3987;2023053021;    3;  14.9;  54.0;eor
       3987;2023053022;    3;  14.2;  57.0;eor
       3987;2023053023;    3;  12.8;  64.0;eor
       3987;2023053100;    3;  11.7;  69.0;eor
       3987;2023053101;    3;  11.1;  73.0;eor
       3987;2023053102;    3;   9.8;  81.0;eor
       3987;2023053103;    3;   9.0;  85.0;eor
       3987;2023053104;    3;   9.0;  84.0;eor
       3987;2023053105;    3;  10.1;  83.0;eor
       3987;2023053106;    3;  12.7;  70.0;eor
       3987;2023053107;    3;  16.6;  55.0;eor
       3987;2023053108;    3;  19.2;  47.0;eor
       3987;2023053109;    3;  20.3;  37.0;eor
       3987;2023053110;    3;  22.2;  35.0;eor
       3987;2023053111;    3;  22.5;  32.0;eor
       3987;2023053112;    3;  22.5;  31.0;eor
       3987;2023053113;    3;  23.7;  29.0;eor
       3987;2023053114;    3;  24.4;  27.0;eor
       3987;2023053115;    3;  24.8;  23.0;eor
       3987;2023053116;    3;  24.6;  24.0;eor
       3987;2023053117;    3;  23.7;  28.0;eor
       3987;2023053118;    3;  21.2;  34.0;eor
       3987;2023053119;    3;  19.1;  42.0;eor
       3987;2023053120;    3;  17.6;  45.0;eor
       3987;2023053121;    3;  16.9;  54.0;eor
       3987;2023053122;    3;  16.2;  59.0;eor
       3987;2023053123;    3;  15.7;  62.0;eor
       3987;2023060100;    3;  14.6;  70.0;eor
       3987;2023060101;    3;  13.4;  78.0;eor
       3987;2023060102;    3;  12.8;  82.0;eor
       3987;2023060103;    3;  11.9;  86.0;eor
       3987;2023060104;    3;  11.4;  90.0;eor
       3987;2023060105;    3;  11.5;  89.0;eor
       3987;2023060106;    3;  11.7;  81.0;eor
       3987;2023060107;    3;  12.5;  75.0;eor
       3987;2023060108;    3;  14.8;  65.0;eor
       3987;2023060109;    3;  16.5;  59.0;eor
       3987;2023060110;    3;  17.4;  55.0;eor
       3987;2023060111;    3;  19.5;  49.0;eor
       3987;2023060112;    3;  21.1;  46.0;eor
       3987;2023060113;    3;  21.7;  43.0;eor
       3987;2023060114;    3;  21.7;  41.0;eor
       3987;2023060115;    3;  22.0;  39.0;eor
       3987;2023060116;    3;  21.4;  43.0;eor
       3987;2023060117;    3;  20.4;  45.0;eor
       3987;2023060118;    3;  18.9;  47.0;eor
       3987;2023060119;    3;  17.4;  53.0;eor
       3987;2023060120;    3;  16.0;  60.0;eor
       3987;2023060121;    3;  14.4;  66.0;eor
       3987;2023060122;    3;  13.0;  73.0;eor
       3987;2023060123;    3;  11.7;  77.0;eor
       3987;2023060200;    3;  10.7;  80.0;eor
       3987;2023060201;    3;  10.0;  83.0;eor
       3987;2023060202;    3;   9.3;  85.0;eor
       3987;2023060203;    3;   8.7;  86.0;eor
       3987;2023060204;    3;   8.9;  85.0;eor
       3987;2023060205;    3;   9.8;  82.0;eor
       3987;2023060206;    3;  10.4;  82.0;eor
       3987;2023060207;    3;  11.6;  79.0;eor
       3987;2023060208;    3;  13.6;  73.0;eor
       3987;2023060209;    3;  14.0;  72.0;eor
       3987;2023060210;    3;  15.2;  66.0;eor
       3987;2023060211;    3;  17.8;  40.0;eor
       3987;2023060212;    3;  19.2;  36.0;eor
       3987;2023060213;    3;  20.3;  38.0;eor
       3987;2023060214;    3;  21.1;  28.0;eor
       3987;2023060215;    3;  19.5;  22.0;eor
       3987;2023060216;    3;  19.1;  24.0;eor
       3987;2023060217;    3;  17.8;  26.0;eor
       3987;2023060218;    3;  16.3;  35.0;eor
       3987;2023060219;    3;  15.1;  39.0;eor
       3987;2023060220;    3;  13.7;  41.0;eor
       3987;2023060221;    3;  12.3;  45.0;eor
       3987;2023060222;    3;  10.8;  51.0;eor
       3987;2023060223;    3;   8.6;  62.0;eor
       3987;2023060300;    3;   7.5;  70.0;eor
       3987;2023060301;    3;   7.2;  69.0;eor
       3987;2023060302;    3;   6.0;  74.0;eor
       3987;2023060303;    3;   5.9;  75.0;eor
       3987;2023060304;    3;   6.4;  73.0;eor
       3987;2023060305;    3;   8.5;  64.0;eor
       3987;2023060306;    3;  10.3;  55.0;eor
       3987;2023060307;    3;  13.2;  46.0;eor
       3987;2023060308;    3;  15.4;  38.0;eor
       3987;2023060309;    3;  16.7;  35.0;eor
       3987;2023060310;    3;  19.7;  28.0;eor
       3987;2023060311;    3;  19.2;  29.0;eor
       3987;2023060312;    3;  19.4;  28.0;eor
       3987;2023060313;    3;  19.9;  27.0;eor
       3987;2023060314;    3;  19.3;  25.0;eor
       3987;2023060315;    3;  21.0;  24.0;eor
       3987;2023060316;    3;  20.2;  26.0;eor
       3987;2023060317;    3;  19.7;  27.0;eor
       3987;2023060318;    3;  17.5;  34.0;eor
       3987;2023060319;    3;  16.1;  39.0;eor
       3987;2023060320;    3;  13.8;  43.0;eor
       3987;2023060321;    3;  12.4;  49.0;eor
       3987;2023060322;    3;  11.6;  52.0;eor
       3987;2023060323;    3;  10.6;  57.0;eor
       3987;2023060400;    3;  10.0;  57.0;eor
       3987;2023060401;    3;  10.0;  54.0;eor
       3987;2023060402;    3;   9.7;  57.0;eor
       3987;2023060403;    3;   9.6;  59.0;eor
       3987;2023060404;    3;   9.7;  60.0;eor
       3987;2023060405;    3;  10.6;  62.0;eor
       3987;2023060406;    3;  13.2;  51.0;eor
       3987;2023060407;    3;  17.0;  34.0;eor
       3987;2023060408;    3;  18.7;  31.0;eor
       3987;2023060409;    3;  20.3;  29.0;eor
       3987;2023060410;    3;  20.4;  27.0;eor
       3987;2023060411;    3;  21.9;  26.0;eor
       3987;2023060412;    3;  22.0;  24.0;eor
       3987;2023060413;    3;  22.6;  23.0;eor
       3987;2023060414;    3;  23.1;  22.0;eor
       3987;2023060415;    3;  23.2;  21.0;eor
       3987;2023060416;    3;  23.3;  22.0;eor
       3987;2023060417;    3;  22.8;  25.0;eor
       3987;2023060418;    3;  20.9;  31.0;eor
       3987;2023060419;    3;  18.9;  36.0;eor
       3987;2023060420;    3;  17.1;  41.0;eor
       3987;2023060421;    3;  15.9;  42.0;eor
       3987;2023060422;    3;  14.1;  48.0;eor
       3987;2023060423;    3;  13.6;  51.0;eor
       3987;2023060500;    3;  12.5;  55.0;eor
       3987;2023060501;    3;  12.3;  57.0;eor
       3987;2023060502;    3;  11.8;  61.0;eor
       3987;2023060503;    3;  11.3;  63.0;eor
       3987;2023060504;    3;  11.3;  64.0;eor
       3987;2023060505;    3;  12.6;  62.0;eor
       3987;2023060506;    3;  14.7;  57.0;eor
       3987;2023060507;    3;  18.6;  41.0;eor
       3987;2023060508;    3;  21.0;  35.0;eor
       3987;2023060509;    3;  23.0;  28.0;eor
       3987;2023060510;    3;  23.9;  26.0;eor
       3987;2023060511;    3;  24.9;  24.0;eor
       3987;2023060512;    3;  25.5;  23.0;eor
       3987;2023060513;    3;  26.2;  22.0;eor
       3987;2023060514;    3;  26.1;  21.0;eor
       3987;2023060515;    3;  25.3;  23.0;eor
       3987;2023060516;    3;  25.4;  24.0;eor
       3987;2023060517;    3;  25.1;  25.0;eor
       3987;2023060518;    3;  23.8;  29.0;eor
       3987;2023060519;    3;  22.1;  33.0;eor
       3987;2023060520;    3;  19.2;  40.0;eor
       3987;2023060521;    3;  17.9;  44.0;eor
       3987;2023060522;    3;  17.5;  47.0;eor
       3987;2023060523;    3;  16.6;  53.0;eor
       3987;2023060600;    3;  16.4;  56.0;eor
       3987;2023060601;    3;  16.0;  58.0;eor
       3987;2023060602;    3;  14.7;  63.0;eor
       3987;2023060603;    3;  15.0;  63.0;eor
       3987;2023060604;    3;  15.2;  66.0;eor
       3987;2023060605;    3;  16.7;  57.0;eor
       3987;2023060606;    3;  17.5;  58.0;eor
       3987;2023060607;    3;  20.9;  39.0;eor
       3987;2023060608;    3;  20.9;  40.0;eor
       3987;2023060609;    3;  22.2;  39.0;eor
       3987;2023060610;    3;  23.0;  36.0;eor
       3987;2023060611;    3;  22.4;  41.0;eor
       3987;2023060612;    3;  22.8;  42.0;eor
       3987;2023060613;    3;  22.6;  40.0;eor
       3987;2023060614;    3;  22.0;  45.0;eor
       3987;2023060615;    3;  22.3;  47.0;eor
       3987;2023060616;    3;  21.4;  53.0;eor
       3987;2023060617;    3;  20.8;  54.0;eor
       3987;2023060618;    3;  20.1;  56.0;eor
       3987;2023060619;    3;  19.2;  60.0;eor
       3987;2023060620;    3;  18.5;  64.0;eor
       3987;2023060621;    3;  18.4;  66.0;eor
       3987;2023060622;    3;  18.4;  68.0;eor
       3987;2023060623;    3;  18.5;  65.0;eor
       3987;2023060700;    3;  18.5;  59.0;eor
       3987;2023060701;    3;  16.9;  65.0;eor
       3987;2023060702;    3;  16.7;  67.0;eor
       3987;2023060703;    3;  16.4;  65.0;eor
       3987;2023060704;    3;  16.6;  66.0;eor
       3987;2023060705;    3;  17.2;  59.0;eor
       3987;2023060706;    3;  18.7;  54.0;eor
       3987;2023060707;    3;  20.1;  53.0;eor
       3987;2023060708;    3;  22.3;  40.0;eor
       3987;2023060709;    3;  24.2;  34.0;eor
       3987;2023060710;    3;  25.9;  30.0;eor
       3987;2023060711;    3;  27.9;  28.0;eor
       3987;2023060712;    3;  28.6;  26.0;eor
       3987;2023060713;    3;  28.9;  26.0;eor
       3987;2023060714;    3;  28.3;  25.0;eor
       3987;2023060715;    3;  28.1;  27.0;eor
       3987;2023060716;    3;  28.2;  28.0;eor
       3987;2023060717;    3;  27.1;  30.0;eor
       3987;2023060718;    3;  26.2;  33.0;eor
       3987;2023060719;    3;  24.3;  42.0;eor
       3987;2023060720;    3;  21.9;  52.0;eor
       3987;2023060721;    3;  19.7;  61.0;eor
       3987;2023060722;    3;  19.9;  62.0;eor
       3987;2023060723;    3;  19.4;  61.0;eor
       3987;2023060800;    3;  18.8;  58.0;eor
       3987;2023060801;    3;  17.4;  59.0;eor
       3987;2023060802;    3;  16.4;  65.0;eor
       3987;2023060803;    3;  16.0;  67.0;eor
       3987;2023060804;    3;  15.7;  65.0;eor
       3987;2023060805;    3;  17.0;  69.0;eor
       3987;2023060806;    3;  18.9;  53.0;eor
       3987;2023060807;    3;  21.0;  47.0;eor
       3987;2023060808;    3;  24.0;  36.0;eor
       3987;2023060809;    3;  26.3;  32.0;eor
       3987;2023060810;    3;  28.6;  29.0;eor
       3987;2023060811;    3;  28.7;  29.0;eor
       3987;2023060812;    3;  28.5;  27.0;eor
       3987;2023060813;    3;  30.4;  24.0;eor
       3987;2023060814;    3;  29.2;  26.0;eor
       3987;2023060815;    3;  29.8;  26.0;eor
       3987;2023060816;    3;  27.9;  31.0;eor
       3987;2023060817;    3;  27.3;  33.0;eor
       3987;2023060818;    3;  26.1;  38.0;eor
       3987;2023060819;    3;  24.0;  44.0;eor
       3987;2023060820;    3;  22.6;  48.0;eor
       3987;2023060821;    3;  20.4;  57.0;eor
       3987;2023060822;    3;  18.7;  62.0;eor
       3987;2023060823;    3;  18.5;  64.0;eor
       3987;2023060900;    3;  18.5;  66.0;eor
       3987;2023060901;    3;  17.5;  68.0;eor
       3987;2023060902;    3;  16.2;  75.0;eor
       3987;2023060903;    3;  15.7;  77.0;eor
       3987;2023060904;    3;  15.7;  77.0;eor
       3987;2023060905;    3;  16.7;  70.0;eor
       3987;2023060906;    3;  19.2;  49.0;eor
       3987;2023060907;    3;  21.7;  37.0;eor
       3987;2023060908;    3;  24.2;  35.0;eor
       3987;2023060909;    3;  26.3;  33.0;eor
       3987;2023060910;    3;  26.6;  34.0;eor
       3987;2023060911;    3;  27.9;  33.0;eor
       3987;2023060912;    3;  28.4;  30.0;eor
       3987;2023060913;    3;  29.3;  28.0;eor
       3987;2023060914;    3;  29.7;  26.0;eor
       3987;2023060915;    3;  29.2;  26.0;eor
       3987;2023060916;    3;  28.9;  25.0;eor
       3987;2023060917;    3;  28.0;  27.0;eor
       3987;2023060918;    3;  25.7;  35.0;eor
       3987;2023060919;    3;  23.6;  42.0;eor
       3987;2023060920;    3;  21.3;  49.0;eor
       3987;2023060921;    3;  19.2;  59.0;eor
       3987;2023060922;    3;  17.4;  69.0;eor
       3987;2023060923;    3;  15.9;  78.0;eor
       3987;2023061000;    3;  14.8;  83.0;eor
       3987;2023061001;    3;  14.3;  86.0;eor
       3987;2023061002;    3;  13.7;  89.0;eor
       3987;2023061003;    3;  13.3;  90.0;eor
       3987;2023061004;    3;  13.3;  91.0;eor
       3987;2023061005;    3;  14.3;  88.0;eor
       3987;2023061006;    3;  16.8;  78.0;eor
       3987;2023061007;    3;  17.5;  74.0;eor
       3987;2023061008;    3;  21.0;  62.0;eor
       3987;2023061009;    3;  22.9;  55.0;eor
       3987;2023061010;    3;  24.9;  51.0;eor
       3987;2023061011;    3;  25.9;  48.0;eor
       3987;2023061012;    3;  25.3;  46.0;eor
       3987;2023061013;    3;  26.9;  42.0;eor
       3987;2023061014;    3;  28.2;  39.0;eor
       3987;2023061015;    3;  19.0;  82.0;eor
       3987;2023061016;    3;  24.2;  64.0;eor
       3987;2023061017;    3;  25.9;  46.0;eor
       3987;2023061018;    3;  24.9;  39.0;eor
       3987;2023061019;    3;  22.7;  45.0;eor
       3987;2023061020;    3;  21.0;  52.0;eor
       3987;2023061021;    3;  20.3;  60.0;eor
       3987;2023061022;    3;  19.6;  60.0;eor
       3987;2023061023;    3;  18.8;  52.0;eor
       3987;2023061100;    3;  17.3;  54.0;eor
       3987;2023061101;    3;  16.2;  58.0;eor
       3987;2023061102;    3;  15.7;  60.0;eor
       3987;2023061103;    3;  14.5;  66.0;eor
       3987;2023061104;    3;  14.1;  70.0;eor
       3987;2023061105;    3;  15.6;  62.0;eor
       3987;2023061106;    3;  17.2;  56.0;eor
       3987;2023061107;    3;  19.5;  47.0;eor
       3987;2023061108;    3;  21.4;  43.0;eor
       3987;2023061109;    3;  23.1;  37.0;eor
       3987;2023061110;    3;  24.8;  35.0;eor
       3987;2023061111;    3;  25.4;  32.0;eor
       3987;2023061112;    3;  26.6;  30.0;eor
       3987;2023061113;    3;  27.8;  29.0;eor
       3987;2023061114;    3;  27.3;  34.0;eor
       3987;2023061115;    3;  28.3;  33.0;eor
       3987;2023061116;    3;  25.9;  37.0;eor
       3987;2023061117;    3;  26.2;  36.0;eor
       3987;2023061118;    3;  25.1;  35.0;eor
       3987;2023061119;    3;  23.3;  40.0;eor
       3987;2023061120;    3;  20.8;  47.0;eor
       3987;2023061121;    3;  19.8;  51.0;eor
       3987;2023061122;    3;  19.0;  53.0;eor
       3987;2023061123;    3;  17.4;  58.0;eor
       3987;2023061200;    3;  16.1;  62.0;eor
       3987;2023061201;    3;  15.4;  61.0;eor
       3987;2023061202;    3;  14.2;  61.0;eor
       3987;2023061203;    3;  13.5;  63.0;eor
       3987;2023061204;    3;  13.7;  59.0;eor
       3987;2023061205;    3;  15.0;  58.0;eor
       3987;2023061206;    3;  17.6;  47.0;eor
       3987;2023061207;    3;  20.3;  40.0;eor
       3987;2023061208;    3;  22.9;  34.0;eor
       3987;2023061209;    3;  23.8;  29.0;eor
       3987;2023061210;    3;  24.5;  29.0;eor
       3987;2023061211;    3;  24.8;  32.0;eor
       3987;2023061212;    3;  23.9;  33.0;eor
       3987;2023061213;    3;  25.3;  30.0;eor
       3987;2023061214;    3;  25.4;  28.0;eor
       3987;2023061215;    3;  25.7;  27.0;eor
       3987;2023061216;    3;  25.6;  27.0;eor
       3987;2023061217;    3;  25.3;  29.0;eor
       3987;2023061218;    3;  23.8;  31.0;eor
       3987;2023061219;    3;  21.8;  37.0;eor
       3987;2023061220;    3;  18.8;  45.0;eor
       3987;2023061221;    3;  17.5;  50.0;eor
       3987;2023061222;    3;  17.7;  50.0;eor
       3987;2023061223;    3;  16.0;  55.0;eor
       3987;2023061300;    3;  15.1;  56.0;eor
       3987;2023061301;    3;  14.3;  60.0;eor
       3987;2023061302;    3;  14.5;  61.0;eor
       3987;2023061303;    3;  13.6;  64.0;eor
       3987;2023061304;    3;  13.3;  67.0;eor
       3987;2023061305;    3;  14.5;  65.0;eor
       3987;2023061306;    3;  15.1;  64.0;eor
       3987;2023061307;    3;  18.2;  51.0;eor
       3987;2023061308;    3;  20.9;  40.0;eor
       3987;2023061309;    3;  22.6;  35.0;eor
       3987;2023061310;    3;  23.3;  29.0;eor
       3987;2023061311;    3;  24.1;  29.0;eor
       3987;2023061312;    3;  24.1;  29.0;eor
       3987;2023061313;    3;  23.8;  23.0;eor
       3987;2023061314;    3;  24.4;  30.0;eor
       3987;2023061315;    3;  22.7;  33.0;eor
       3987;2023061316;    3;  22.5;  34.0;eor
       3987;2023061317;    3;  22.1;  34.0;eor
       3987;2023061318;    3;  20.1;  41.0;eor
       3987;2023061319;    3;  18.7;  45.0;eor
       3987;2023061320;    3;  17.5;  51.0;eor
       3987;2023061321;    3;  16.3;  55.0;eor
       3987;2023061322;    3;  14.9;  61.0;eor
       3987;2023061323;    3;  13.3;  68.0;eor
       3987;2023061400;    3;  12.0;  75.0;eor
       3987;2023061401;    3;  11.5;  79.0;eor
       3987;2023061402;    3;  11.5;  81.0;eor
       3987;2023061403;    3;  10.5;  88.0;eor
       3987;2023061404;    3;  11.0;  87.0;eor
       3987;2023061405;    3;  13.2;  79.0;eor
       3987;2023061406;    3;  15.0;  69.0;eor
       3987;2023061407;    3;  16.3;  67.0;eor
       3987;2023061408;    3;  17.1;  63.0;eor
       3987;2023061409;    3;  18.4;  58.0;eor
       3987;2023061410;    3;  19.7;  50.0;eor
       3987;2023061411;    3;  20.8;  46.0;eor
       3987;2023061412;    3;  21.6;  44.0;eor
       3987;2023061413;    3;  23.3;  39.0;eor
       3987;2023061414;    3;  24.5;  35.0;eor
       3987;2023061415;    3;  23.3;  33.0;eor
       3987;2023061416;    3;  21.7;  40.0;eor
       3987;2023061417;    3;  21.4;  41.0;eor
       3987;2023061418;    3;  21.3;  42.0;eor
       3987;2023061419;    3;  20.1;  45.0;eor
       3987;2023061420;    3;  19.2;  50.0;eor
       3987;2023061421;    3;  19.1;  51.0;eor
       3987;2023061422;    3;  18.3;  53.0;eor
       3987;2023061423;    3;  16.5;  58.0;eor
       3987;2023061500;    3;  15.8;  62.0;eor
       3987;2023061501;    3;  14.9;  65.0;eor
       3987;2023061502;    3;  13.9;  70.0;eor
       3987;2023061503;    3;  13.5;  72.0;eor
       3987;2023061504;    3;  13.6;  73.0;eor
       3987;2023061505;    3;  14.4;  72.0;eor
       3987;2023061506;    3;  15.2;  67.0;eor
       3987;2023061507;    3;  18.2;  54.0;eor
       3987;2023061508;    3;  20.3;  46.0;eor
       3987;2023061509;    3;  21.8;  39.0;eor
       3987;2023061510;    3;  21.7;  42.0;eor
       3987;2023061511;    3;  22.4;  37.0;eor
       3987;2023061512;    3;  22.0;  45.0;eor
       3987;2023061513;    3;  23.0;  36.0;eor
       3987;2023061514;    3;  23.2;  36.0;eor
       3987;2023061515;    3;  22.3;  37.0;eor
       3987;2023061516;    3;  23.1;  35.0;eor
       3987;2023061517;    3;  22.5;  38.0;eor
       3987;2023061518;    3;  21.5;  41.0;eor
       3987;2023061519;    3;  19.3;  57.0;eor
       3987;2023061520;    3;  16.9;  66.0;eor
       3987;2023061521;    3;  16.2;  70.0;eor
       3987;2023061522;    3;  16.8;  69.0;eor
       3987;2023061523;    3;  16.4;  73.0;eor
       3987;2023061600;    3;  14.4;  94.0;eor
       3987;2023061601;    3;  14.5;  97.0;eor
       3987;2023061602;    3;  14.5;  94.0;eor
       3987;2023061603;    3;  14.2;  95.0;eor
       3987;2023061604;    3;  14.3;  94.0;eor
       3987;2023061605;    3;  14.5;  92.0;eor
       3987;2023061606;    3;  14.3;  94.0;eor
       3987;2023061607;    3;  14.1;  95.0;eor
       3987;2023061608;    3;  14.8;  95.0;eor
       3987;2023061609;    3;  15.7;  88.0;eor
       3987;2023061610;    3;  16.1;  85.0;eor
       3987;2023061611;    3;  16.0;  91.0;eor
       3987;2023061612;    3;  17.5;  80.0;eor
       3987;2023061613;    3;  17.6;  78.0;eor
       3987;2023061614;    3;  18.5;  71.0;eor
       3987;2023061615;    3;  20.3;  62.0;eor
       3987;2023061616;    3;  20.1;  60.0;eor
       3987;2023061617;    3;  20.5;  58.0;eor
       3987;2023061618;    3;  19.0;  64.0;eor
       3987;2023061619;    3;  14.0;  94.0;eor
       3987;2023061620;    3;  13.9;  97.0;eor
       3987;2023061621;    3;  13.5;  97.0;eor
       3987;2023061622;    3;  13.0;  97.0;eor
       3987;2023061623;    3;  12.7;  98.0;eor
       3987;2023061700;    3;  13.0;  98.0;eor
       3987;2023061701;    3;  13.1;  97.0;eor
       3987;2023061702;    3;  13.1;  98.0;eor
       3987;2023061703;    3;  12.7;  99.0;eor
       3987;2023061704;    3;  13.1;  99.0;eor
       3987;2023061705;    3;  13.9;  98.0;eor
       3987;2023061706;    3;  14.0;  95.0;eor
       3987;2023061707;    3;  15.0;  95.0;eor
       3987;2023061708;    3;  16.0;  90.0;eor
       3987;2023061709;    3;  17.6;  78.0;eor
       3987;2023061710;    3;  19.1;  77.0;eor
       3987;2023061711;    3;  19.3;  71.0;eor
       3987;2023061712;    3;  18.9;  72.0;eor
       3987;2023061713;    3;  15.6;  92.0;eor
       3987;2023061714;    3;  19.8;  66.0;eor
       3987;2023061715;    3;  20.0;  67.0;eor
       3987;2023061716;    3;  20.0;  69.0;eor
       3987;2023061717;    3;  20.1;  68.0;eor
       3987;2023061718;    3;  18.9;  76.0;eor
       3987;2023061719;    3;  17.7;  80.0;eor
       3987;2023061720;    3;  16.3;  85.0;eor
       3987;2023061721;    3;  15.6;  92.0;eor
       3987;2023061722;    3;  14.8;  94.0;eor
       3987;2023061723;    3;  14.3;  93.0;eor
       3987;2023061800;    3;  14.0;  94.0;eor
       3987;2023061801;    3;  13.8;  96.0;eor
       3987;2023061802;    3;  13.7;  98.0;eor
       3987;2023061803;    3;  13.4;  98.0;eor
       3987;2023061804;    3;  13.8;  97.0;eor
       3987;2023061805;    3;  14.4;  95.0;eor
       3987;2023061806;    3;  16.5;  89.0;eor
       3987;2023061807;    3;  20.0;  70.0;eor
       3987;2023061808;    3;  21.4;  61.0;eor
       3987;2023061809;    3;  22.7;  58.0;eor
       3987;2023061810;    3;  23.2;  47.0;eor
       3987;2023061811;    3;  24.5;  44.0;eor
       3987;2023061812;    3;  25.1;  43.0;eor
       3987;2023061813;    3;  25.7;  42.0;eor
       3987;2023061814;    3;  26.2;  35.0;eor
       3987;2023061815;    3;  26.6;  36.0;eor
       3987;2023061816;    3;  26.2;  38.0;eor
       3987;2023061817;    3;  25.0;  41.0;eor
       3987;2023061818;    3;  23.9;  52.0;eor
       3987;2023061819;    3;  22.0;  59.0;eor
       3987;2023061820;    3;  20.0;  62.0;eor
       3987;2023061821;    3;  19.4;  66.0;eor
       3987;2023061822;    3;  18.9;  71.0;eor
       3987;2023061823;    3;  18.2;  75.0;eor
       3987;2023061900;    3;  17.0;  81.0;eor
       3987;2023061901;    3;  17.1;  80.0;eor
       3987;2023061902;    3;  16.8;  81.0;eor
       3987;2023061903;    3;  16.5;  82.0;eor
       3987;2023061904;    3;  16.9;  81.0;eor
       3987;2023061905;    3;  17.2;  79.0;eor
       3987;2023061906;    3;  18.0;  78.0;eor
       3987;2023061907;    3;  19.8;  71.0;eor
       3987;2023061908;    3;  21.1;  67.0;eor
       3987;2023061909;    3;  22.1;  65.0;eor
       3987;2023061910;    3;  22.7;  66.0;eor
       3987;2023061911;    3;  24.0;  60.0;eor
       3987;2023061912;    3;  25.7;  50.0;eor
       3987;2023061913;    3;  27.9;  45.0;eor
       3987;2023061914;    3;  28.0;  44.0;eor
       3987;2023061915;    3;  28.9;  39.0;eor
       3987;2023061916;    3;  27.9;  43.0;eor
       3987;2023061917;    3;  27.3;  44.0;eor
       3987;2023061918;    3;  26.2;  49.0;eor
       3987;2023061919;    3;  24.7;  53.0;eor
       3987;2023061920;    3;  22.3;  63.0;eor
       3987;2023061921;    3;  21.2;  68.0;eor
       3987;2023061922;    3;  20.7;  71.0;eor
       3987;2023061923;    3;  20.3;  69.0;eor
       3987;2023062000;    3;  19.8;  71.0;eor
       3987;2023062001;    3;  19.9;  73.0;eor
       3987;2023062002;    3;  19.1;  78.0;eor
       3987;2023062003;    3;  18.6;  84.0;eor
       3987;2023062004;    3;  19.1;  82.0;eor
       3987;2023062005;    3;  19.2;  81.0;eor
       3987;2023062006;    3;  20.7;  70.0;eor
       3987;2023062007;    3;  22.4;  63.0;eor
       3987;2023062008;    3;  22.8;  62.0;eor
       3987;2023062009;    3;  20.8;  78.0;eor
       3987;2023062010;    3;  18.5;  97.0;eor
       3987;2023062011;    3;  18.9;  97.0;eor
       3987;2023062012;    3;  21.1;  87.0;eor
       3987;2023062013;    3;  23.4;  78.0;eor
       3987;2023062014;    3;  24.1;  77.0;eor
