datetime,price_eur_mwh,biomass,hydro,wind_offshore,wind_onshore,solar,other_renewables,nuclear,lignite,hard_coal,gas,pumped_hydro,other_conventional,grid_load,residual_load,temperature_c,year,month,hour,dayofweek
2023-01-01 00:00:00,-5.17,4044.5,1296.0,3059.25,28989.0,1.75,116.5,2459.5,3859.25,2067.5,1594.75,125.25,1892.5,38741.0,6691.0,15.2,2023,1,0,6
2023-01-01 01:00:00,-1.07,4024.0,1247.5,3586.0,29630.5,2.0,117.5,2458.75,3866.5,2052.0,1437.0,302.5,1860.0,38156.0,4937.5,15.0,2023,1,1,6
2023-01-01 02:00:00,-1.47,3997.0,1243.5,3842.25,29560.0,1.75,117.5,2459.75,3860.25,2034.25,1435.5,141.5,1795.25,37307.0,3903.0,15.0,2023,1,2,6
2023-01-01 03:00:00,-5.08,4003.25,1244.25,3463.25,27538.5,2.0,117.0,2460.5,3864.75,2037.0,1433.25,96.25,1804.0,36290.75,5287.0,14.9,2023,1,3,6
2023-01-01 04:00:00,-4.49,4026.75,1265.0,3462.25,26981.25,2.25,117.0,2461.0,3841.0,2040.25,1431.5,188.25,1832.0,35840.0,5394.25,14.3,2023,1,4,6
2023-01-01 05:00:00,-5.4,4048.5,1247.75,3340.0,27402.5,2.5,116.5,2465.25,3804.0,2036.5,1426.25,143.5,1823.25,36001.75,5256.75,14.6,2023,1,5,6
2023-01-01 06:00:00,-5.02,4088.5,1244.25,3268.5,27367.0,2.0,115.75,2464.25,3801.5,2033.0,1444.5,94.5,1828.0,35585.25,4947.75,14.2,2023,1,6,6
2023-01-01 07:00:00,-1.3,4146.5,1306.5,3479.75,27758.5,2.25,116.0,2464.25,3830.5,2031.0,1444.5,176.0,1839.25,36532.5,5292.0,13.8,2023,1,7,6
2023-01-01 08:00:00,-1.44,4200.75,1245.5,3117.5,26976.75,507.0,115.5,2462.75,3788.75,2037.25,1442.0,87.0,1851.0,37193.25,6592.0,14.5,2023,1,8,6
2023-01-01 09:00:00,-1.09,4229.0,1253.0,3467.75,25745.75,3323.75,114.25,2466.25,3786.5,2028.0,1438.75,55.25,1830.75,39598.75,7061.5,14.7,2023,1,9,6
2023-01-01 10:00:00,-1.07,4243.25,1382.25,3396.25,24513.25,6358.0,114.0,2464.0,3808.25,1997.5,1435.75,216.0,1786.5,41398.25,7130.75,15.1,2023,1,10,6
2023-01-01 11:00:00,-1.07,4245.25,1330.75,3599.5,23494.25,8449.25,114.0,2461.75,3824.75,2005.25,1436.5,191.25,1802.0,44122.0,8579.0,15.2,2023,1,11,6
2023-01-01 12:00:00,-0.79,4202.75,1288.75,3628.25,21903.0,8873.0,116.0,2458.5,3834.25,2021.0,1441.5,487.25,1813.0,44635.5,10231.25,15.3,2023,1,12,6
2023-01-01 13:00:00,-0.27,4198.5,1266.0,4063.75,20629.75,7784.75,116.5,2456.0,4018.75,2046.5,1441.5,286.0,1843.25,44046.75,11568.5,15.1,2023,1,13,6
2023-01-01 14:00:00,0.85,4174.0,1274.0,6562.0,20766.0,4984.75,116.25,2453.75,4070.25,2048.0,1443.25,558.75,1850.25,43645.25,11332.5,14.9,2023,1,14,6
2023-01-01 15:00:00,23.53,4293.0,1240.0,6701.0,22341.75,1789.5,117.25,2449.5,4097.5,2081.5,1443.75,899.5,1883.0,44102.25,13270.0,13.7,2023,1,15,6
2023-01-01 16:00:00,36.54,4396.5,1282.5,6658.75,21018.0,105.5,117.25,2452.0,4283.75,2450.25,1544.25,2176.75,1838.25,46088.25,18306.0,12.5,2023,1,16,6
2023-01-01 17:00:00,46.03,4488.25,1270.25,6555.0,19993.0,3.25,118.0,2456.75,4290.75,2237.75,1521.5,2839.5,1852.0,49177.5,22626.25,11.8,2023,1,17,6
2023-01-01 18:00:00,55.57,4485.25,1233.75,6180.0,19730.0,2.0,119.5,2457.25,4602.0,2361.75,1587.0,3054.5,1876.0,49337.5,23425.5,11.8,2023,1,18,6
2023-01-01 19:00:00,54.95,4442.5,1236.0,6006.25,19398.5,2.0,122.75,2458.75,4513.25,2377.5,1566.5,2418.0,1840.5,47920.75,22514.0,12.0,2023,1,19,6
2023-01-01 20:00:00,49.23,4371.5,1216.5,5592.75,19769.25,2.25,120.75,2462.25,4456.0,2196.5,1593.5,1269.0,1895.0,45321.0,19956.75,12.1,2023,1,20,6
2023-01-01 21:00:00,44.99,4299.25,1196.75,6097.0,19606.0,2.5,121.0,2461.75,4518.5,1913.25,1562.25,1123.25,1833.25,43643.5,17938.0,12.5,2023,1,21,6
2023-01-01 22:00:00,45.96,4225.25,1227.5,5142.0,18615.25,2.25,121.25,2461.5,4530.0,1897.25,1569.0,1212.25,1826.25,42699.0,18939.5,12.2,2023,1,22,6
2023-01-01 23:00:00,35.0,4140.5,1194.5,4729.25,18323.75,2.25,121.0,2460.5,4601.0,1865.75,1569.25,457.5,1861.0,39491.0,16435.75,12.2,2023,1,23,6
2023-01-02 00:00:00,57.91,4036.5,1265.5,2881.0,18794.75,2.0,121.0,2462.75,4722.0,1982.75,1631.5,92.75,1843.25,37159.25,15481.5,12.4,2023,1,0,0
2023-01-02 01:00:00,51.67,4021.25,1223.75,1745.25,19322.0,2.0,121.75,2461.25,4752.25,1969.75,1597.75,114.5,1803.75,35779.25,14710.0,11.6,2023,1,1,0
2023-01-02 02:00:00,52.93,4002.75,1257.25,1183.75,21199.5,2.25,122.75,2461.0,4768.75,2011.0,1620.0,91.75,1814.25,35631.5,13246.0,12.5,2023,1,2,0
2023-01-02 03:00:00,44.09,4008.75,1267.0,851.0,22844.5,2.0,123.75,2460.5,4813.5,2019.25,1617.5,115.5,1855.0,36405.0,12707.5,13.0,2023,1,3,0
2023-01-02 04:00:00,50.08,4059.75,1274.0,682.0,24816.75,2.25,123.5,2459.25,5608.25,2053.75,1640.5,97.0,1842.25,38153.75,12652.75,13.1,2023,1,4,0
2023-01-02 05:00:00,69.72,4122.5,1284.0,858.5,25943.25,2.0,124.25,2459.5,6319.5,2145.5,1699.0,139.0,1803.0,41289.25,14485.5,12.7,2023,1,5,0
2023-01-02 06:00:00,105.08,4208.25,1227.0,1174.25,27817.75,2.25,124.0,2459.5,8034.25,2383.5,1900.5,830.75,1830.75,47513.5,18519.25,13.1,2023,1,6,0
2023-01-02 07:00:00,140.64,4350.75,1242.5,1299.75,29205.25,2.25,123.5,2462.25,10114.25,2691.25,2034.5,464.0,1854.5,52816.5,22309.25,13.5,2023,1,7,0
2023-01-02 08:00:00,145.98,4450.0,1221.5,1746.75,30518.0,425.0,122.0,2461.75,10793.25,2919.75,2100.25,550.5,1874.0,56768.75,24079.0,13.6,2023,1,8,0
2023-01-02 09:00:00,147.05,4494.5,1239.0,1978.25,30387.5,2683.25,120.5,2463.0,11788.0,3211.5,2220.75,899.25,1864.75,58001.5,22952.5,14.5,2023,1,9,0
2023-01-02 10:00:00,145.61,4495.25,1325.25,2289.75,28520.5,5214.0,123.0,2463.0,12474.25,3457.5,2384.5,1583.5,1877.5,59814.75,23790.5,14.9,2023,1,10,0
2023-01-02 11:00:00,143.35,4464.25,1313.75,3031.75,27258.0,6972.0,126.75,2465.0,12563.25,3698.0,2494.5,1490.0,1866.75,61253.0,23991.25,15.0,2023,1,11,0
2023-01-02 12:00:00,144.38,4414.0,1322.0,3315.75,26782.0,7210.5,119.75,2463.0,12670.5,3398.5,2263.75,765.75,1885.5,62174.75,24866.5,14.6,2023,1,12,0
2023-01-02 13:00:00,143.76,4402.25,1329.0,4467.5,25762.0,5673.75,118.0,2459.25,13115.5,3505.75,2161.5,325.5,1938.0,61038.5,25135.25,14.7,2023,1,13,0
2023-01-02 14:00:00,148.2,4415.0,1229.25,5731.25,24796.5,3218.75,122.75,2458.0,13232.0,3761.25,2433.75,534.5,1938.5,59763.25,26016.75,14.6,2023,1,14,0
2023-01-02 15:00:00,155.34,4486.75,1219.5,5931.25,23525.5,974.0,129.0,2459.0,13383.75,3849.5,2497.75,774.25,1938.0,59577.5,29146.75,14.1,2023,1,15,0
2023-01-02 16:00:00,162.89,4629.25,1240.0,6211.75,22743.25,48.75,130.5,2458.0,13392.5,3971.25,2558.5,1860.0,1978.25,60448.75,31445.0,13.3,2023,1,16,0
2023-01-02 17:00:00,170.0,4721.0,1247.0,6376.25,22791.25,4.0,129.75,2456.25,13396.0,4163.75,2749.75,5175.0,1926.25,61687.5,32516.0,12.1,2023,1,17,0
2023-01-02 18:00:00,174.74,4735.75,1259.5,6132.75,23423.5,2.25,125.5,2455.25,13392.0,4272.5,2741.75,5212.5,1856.0,61250.25,31691.75,11.2,2023,1,18,0
2023-01-02 19:00:00,164.46,4686.5,1298.75,6057.75,23045.5,1.75,128.25,2457.0,13421.75,4365.25,2808.0,3826.75,1893.25,60169.0,31064.0,10.8,2023,1,19,0
2023-01-02 20:00:00,153.0,4545.5,1262.75,5847.5,22339.0,2.0,125.5,2457.5,13416.5,4235.5,2715.75,895.5,1856.75,56544.5,28356.0,9.8,2023,1,20,0
2023-01-02 21:00:00,141.67,4399.5,1278.25,5545.75,21450.5,2.0,127.0,2456.75,13416.75,3837.5,2609.0,311.25,1869.75,53658.75,26660.5,9.2,2023,1,21,0
2023-01-02 22:00:00,134.91,4294.25,1293.0,5237.75,20375.75,2.0,129.75,2458.25,13498.5,3638.75,2557.5,198.25,1879.25,50680.5,25065.0,8.8,2023,1,22,0
2023-01-02 23:00:00,124.22,4275.0,1306.75,4888.0,19791.75,1.75,130.5,2458.75,13397.0,3287.5,2459.0,94.25,1873.5,47565.0,22883.5,8.2,2023,1,23,0
2023-01-03 00:00:00,130.01,4174.0,1294.0,4406.0,19054.25,1.25,125.0,2457.75,12886.0,3425.25,2236.0,63.25,1973.25,44666.25,21204.75,8.7,2023,1,0,1
2023-01-03 01:00:00,120.0,4158.25,1300.5,4227.5,18058.5,1.5,131.5,2457.75,12811.75,3444.5,2204.75,81.25,1943.25,42790.0,20502.5,7.6,2023,1,1,1
2023-01-03 02:00:00,118.76,4142.5,1361.25,4113.25,16695.5,2.0,125.0,2461.25,12572.75,3364.75,2020.5,145.75,1968.0,42213.25,21402.5,6.8,2023,1,2,1
2023-01-03 03:00:00,115.0,4131.0,1318.25,3952.25,15398.5,2.0,123.75,2461.5,12695.0,3387.5,2058.5,111.5,1896.75,42246.75,22894.0,6.1,2023,1,3,1
2023-01-03 04:00:00,113.63,4162.5,1299.75,3842.5,14126.0,2.0,128.25,2464.25,12810.75,3707.5,2133.75,94.0,1873.75,43874.25,25903.75,5.3,2023,1,4,1
2023-01-03 05:00:00,116.27,4204.0,1325.25,3441.25,13057.25,2.0,131.0,2464.5,12826.5,4610.5,2328.0,99.0,1872.0,46297.5,29797.0,4.6,2023,1,5,1
2023-01-03 06:00:00,138.92,4297.5,1311.0,3084.0,12488.75,2.0,139.0,2464.25,12920.5,6500.25,3183.0,782.75,1899.75,51336.75,35762.0,4.3,2023,1,6,1
2023-01-03 07:00:00,159.92,4514.0,1329.75,2641.75,12161.0,2.5,148.25,2463.25,13133.25,7723.75,3640.75,3105.75,1927.5,56433.25,41628.0,3.4,2023,1,7,1
2023-01-03 08:00:00,169.17,4620.25,1293.25,2503.0,11706.25,230.25,147.0,2462.75,13521.25,8442.75,3732.5,3880.5,1922.75,58948.0,44508.5,2.9,2023,1,8,1
2023-01-03 09:00:00,171.18,4599.25,1295.0,2955.5,10740.5,2434.25,146.0,2466.0,13519.25,8867.0,3735.75,4358.25,1940.0,59962.75,43832.5,3.6,2023,1,9,1
2023-01-03 10:00:00,168.57,4561.25,1293.75,3615.0,9312.25,5879.25,146.5,2464.5,13547.0,8981.0,3717.25,2615.25,1926.5,60673.25,41866.75,5.3,2023,1,10,1
2023-01-03 11:00:00,169.49,4495.25,1297.0,4054.25,7662.0,9228.75,147.5,2464.5,13457.75,9032.0,3692.25,3354.25,1910.5,61595.0,40650.0,6.4,2023,1,11,1
2023-01-03 12:00:00,164.5,4426.5,1293.0,3626.0,7366.25,10105.5,147.5,2461.75,13468.75,8907.0,3646.25,1741.0,1892.0,61321.5,40223.75,6.3,2023,1,12,1
2023-01-03 13:00:00,160.91,4446.75,1300.5,3757.25,7533.25,8384.25,148.0,2458.5,13500.0,8738.75,3697.5,1686.75,1907.5,59827.75,40153.0,6.7,2023,1,13,1
2023-01-03 14:00:00,163.06,4509.5,1366.0,4319.75,7195.25,5451.5,151.25,2458.0,13638.25,8645.25,3711.5,2023.5,1911.0,59001.5,42035.0,5.8,2023,1,14,1
2023-01-03 15:00:00,167.73,4619.0,1398.0,4756.75,7188.75,2018.0,151.5,2457.5,13714.5,8462.75,3780.25,3024.25,1938.5,58648.0,44684.5,4.5,2023,1,15,1
2023-01-03 16:00:00,166.61,4736.5,1494.75,4747.25,8461.25,121.25,152.5,2457.0,13747.0,8310.75,3887.0,4172.0,1927.5,59909.75,46580.0,3.7,2023,1,16,1
2023-01-03 17:00:00,170.72,4784.5,1809.75,5278.5,10876.75,4.0,152.75,2458.0,13835.25,8180.25,4258.75,6944.0,1945.75,62536.0,46376.75,3.7,2023,1,17,1
2023-01-03 18:00:00,168.93,4764.75,1442.25,5847.0,13304.25,2.25,154.75,2458.5,13705.5,8142.25,4194.25,4439.75,1876.0,62175.0,43021.5,3.8,2023,1,18,1
2023-01-03 19:00:00,160.99,4672.25,1337.75,5840.0,16422.0,2.0,156.0,2459.0,13745.25,7992.25,3800.5,1114.75,1677.5,60348.25,38084.25,2.3,2023,1,19,1
2023-01-03 20:00:00,149.62,4537.25,1374.75,5639.25,19817.0,2.0,154.75,2458.75,13676.75,7338.5,3529.75,798.5,1579.0,57172.0,31713.75,3.1,2023,1,20,1
2023-01-03 21:00:00,130.99,4406.0,1332.0,5250.25,22462.75,2.0,153.0,2460.25,13486.25,5312.0,3199.5,209.5,1577.25,54196.5,26481.5,3.7,2023,1,21,1
2023-01-03 22:00:00,114.27,4287.0,1352.5,5121.75,23808.75,2.25,143.75,2460.75,13141.75,3885.0,2643.5,409.0,1573.0,51985.0,23052.25,4.2,2023,1,22,1
2023-01-03 23:00:00,93.66,4228.75,1383.25,4875.5,25966.0,2.25,129.75,2457.75,9961.0,4063.5,2341.5,687.5,1550.0,48835.0,17991.25,3.7,2023,1,23,1
2023-01-04 00:00:00,80.89,4193.75,1342.5,5069.0,27804.25,2.0,121.75,2455.5,6270.5,4051.75,2217.0,64.75,1548.0,46623.75,13748.5,3.7,2023,1,0,2
2023-01-04 01:00:00,70.67,4178.0,1334.25,5221.25,29734.75,2.0,121.75,2454.75,5455.25,3945.0,2040.25,117.5,1491.0,45179.0,10221.0,4.0,2023,1,1,2
2023-01-04 02:00:00,40.0,4143.25,1324.75,5395.75,30158.5,2.25,121.0,2454.5,5248.5,4161.75,2080.75,128.25,1483.0,44685.25,9128.75,3.6,2023,1,2,2
2023-01-04 03:00:00,8.68,4124.75,1315.0,5439.5,29330.0,2.0,120.5,2457.0,4981.25,4287.25,1991.5,132.25,1489.5,45569.0,10797.5,3.7,2023,1,3,2
2023-01-04 04:00:00,0.85,4141.0,1310.0,5639.75,30009.5,2.0,121.0,2456.5,4933.5,4211.75,1989.0,138.0,1473.75,47353.75,11702.5,3.4,2023,1,4,2
2023-01-04 05:00:00,11.02,4172.25,1299.75,5790.5,34036.25,3.0,121.25,2454.0,4963.25,4485.25,2017.0,164.25,1466.25,50225.25,10395.5,3.8,2023,1,5,2
2023-01-04 06:00:00,61.02,4258.5,1369.5,5534.75,40225.25,2.75,119.25,2448.75,4983.75,4906.5,2115.0,239.5,1489.5,56213.25,10450.5,4.4,2023,1,6,2
2023-01-04 07:00:00,79.2,4430.5,1361.75,5581.0,42093.25,3.0,118.75,2446.25,5108.75,5317.0,2178.25,424.25,1457.75,60653.5,12976.25,5.2,2023,1,7,2
2023-01-04 08:00:00,84.2,4589.25,1365.25,5291.75,42728.25,272.75,117.75,2444.5,5171.5,5902.25,2232.25,2321.0,1460.5,63757.75,15465.0,5.6,2023,1,8,2
2023-01-04 09:00:00,83.32,4583.5,1381.75,5014.25,43288.75,1353.75,117.75,2439.25,5257.5,6103.75,2210.5,2412.5,1481.75,64807.0,15150.25,6.0,2023,1,9,2
2023-01-04 10:00:00,70.07,4541.75,1365.0,4914.75,43643.0,2289.5,118.25,2436.5,5103.75,6035.0,2227.25,1000.75,1465.25,66201.75,15354.5,6.4,2023,1,10,2
2023-01-04 11:00:00,79.74,4506.0,1425.75,4762.25,43855.75,2451.75,119.25,2435.25,5098.75,5798.5,2260.75,2274.25,1478.0,67551.0,16481.25,7.0,2023,1,11,2
2023-01-04 12:00:00,80.89,4454.5,1315.25,5157.0,44126.25,2321.75,119.0,2428.25,5096.25,5451.0,2202.5,2276.75,1452.75,67756.5,16151.5,7.4,2023,1,12,2
2023-01-04 13:00:00,79.72,4497.0,1289.75,5321.75,44297.75,2046.75,120.25,2424.0,5075.0,5077.0,2202.0,618.0,1453.0,66579.0,14912.75,7.5,2023,1,13,2
2023-01-04 14:00:00,80.22,4483.5,1348.25,5317.25,44134.75,1479.5,122.0,2425.0,5079.75,4805.0,2202.25,435.75,1497.25,65636.0,14704.5,7.9,2023,1,14,2
2023-01-04 15:00:00,79.74,4497.25,1335.5,5323.5,44297.5,581.75,120.75,2424.75,5198.75,4622.0,2203.0,843.75,1501.75,65033.75,14831.0,8.2,2023,1,15,2
2023-01-04 16:00:00,80.82,4623.5,1331.5,5176.25,44080.5,33.25,121.25,2423.0,4993.25,5104.0,2264.25,2035.75,1468.75,65238.25,15948.25,8.5,2023,1,16,2
2023-01-04 17:00:00,86.16,4716.75,1299.5,4973.25,44772.25,2.5,122.0,2418.25,4920.5,5926.25,2331.75,4322.25,1479.0,67248.75,17500.75,9.4,2023,1,17,2
2023-01-04 18:00:00,72.28,4708.25,1294.75,5030.0,44601.5,2.0,121.75,2418.0,4927.75,5978.25,2405.25,1980.0,1508.0,66791.0,17157.5,9.6,2023,1,18,2
2023-01-04 19:00:00,66.61,4682.75,1305.5,5115.0,44411.25,2.0,121.0,2418.5,4917.75,5971.75,2383.25,1394.25,1479.5,64627.75,15099.5,9.7,2023,1,19,2
2023-01-04 20:00:00,43.2,4501.0,1257.25,4750.0,44523.25,2.0,121.75,2419.0,4779.75,5822.0,2390.5,590.5,1459.25,60942.0,11666.75,10.0,2023,1,20,2
2023-01-04 21:00:00,31.25,4402.5,1235.75,4907.0,44314.75,2.0,121.75,2416.25,4779.75,5980.25,2127.75,195.5,1485.75,57782.0,8558.25,9.7,2023,1,21,2
2023-01-04 22:00:00,34.96,4326.25,1257.5,5022.5,42898.25,2.0,123.75,2416.75,4772.75,5836.25,2120.0,88.0,1521.0,55106.75,7184.0,9.7,2023,1,22,2
2023-01-04 23:00:00,9.09,4264.25,1275.75,4906.0,41893.25,2.25,120.75,2416.0,4807.25,5564.5,2088.25,138.75,1532.25,51927.25,5125.75,9.7,2023,1,23,2
2023-01-05 00:00:00,0.05,4213.25,1302.5,4198.0,37851.0,2.0,118.0,2416.25,5227.25,5556.25,2198.0,50.75,1503.75,47134.75,5083.75,9.2,2023,1,0,3
2023-01-05 01:00:00,0.07,4202.25,1286.5,3620.5,37096.75,2.0,117.0,2418.75,5402.75,5509.75,2223.75,47.0,1446.5,45046.5,4327.25,9.0,2023,1,1,3
2023-01-05 02:00:00,0.07,4192.0,1324.25,3579.5,36554.25,1.75,118.0,2418.0,5360.5,5362.0,2235.25,88.25,1441.25,45086.75,4951.25,9.6,2023,1,2,3
2023-01-05 03:00:00,0.12,4176.25,1330.75,3556.0,36406.5,2.0,117.75,2417.75,5391.75,5438.25,2262.5,126.0,1430.75,45467.25,5502.75,9.3,2023,1,3,3
2023-01-05 04:00:00,2.23,4212.75,1338.0,3276.0,37758.0,2.25,118.75,2417.5,5557.0,5695.25,2286.5,125.75,1417.0,46604.25,5568.0,9.6,2023,1,4,3
2023-01-05 05:00:00,10.07,4282.25,1273.5,3256.75,39733.25,2.0,117.25,2417.5,5753.0,5747.25,2441.75,518.5,1390.25,48731.25,5739.25,8.9,2023,1,5,3
2023-01-05 06:00:00,61.04,4364.5,1305.0,2959.75,40175.0,2.75,117.25,2416.5,6766.5,5853.0,3051.75,574.75,1381.0,53624.75,10487.25,9.5,2023,1,6,3
2023-01-05 07:00:00,87.19,4517.25,1372.25,3359.0,39526.75,2.5,122.5,2413.75,8362.0,5983.0,3409.25,306.5,1395.5,59668.5,16780.25,8.5,2023,1,7,3
2023-01-05 08:00:00,95.84,4665.0,1342.25,3573.75,37670.25,110.75,129.75,2414.5,9106.5,6438.0,3807.0,1318.5,1440.0,62032.25,20677.5,7.7,2023,1,8,3
2023-01-05 09:00:00,125.55,4698.5,1304.25,3443.25,35076.25,1021.25,135.5,2418.5,9208.0,6578.5,4036.75,2798.75,1456.0,62738.25,23197.5,8.2,2023,1,9,3
2023-01-05 10:00:00,131.92,4671.0,1312.0,3143.75,32572.0,2722.25,140.0,2419.0,9227.0,6766.75,4225.25,2065.75,1506.25,63161.5,24723.5,8.2,2023,1,10,3
2023-01-05 11:00:00,143.07,4593.0,1310.5,2760.0,31259.25,4284.0,140.75,2422.75,9517.0,7034.25,4115.5,1505.25,1517.0,64600.75,26297.5,8.7,2023,1,11,3
2023-01-05 12:00:00,140.91,4537.5,1293.25,2000.0,29691.75,5024.75,143.75,2422.25,9889.25,7287.5,3886.5,1159.0,1522.5,64882.0,28165.5,8.6,2023,1,12,3
2023-01-05 13:00:00,142.58,4538.75,1398.0,1006.0,26890.0,4613.75,144.25,2422.0,9757.75,7558.5,4028.25,1747.75,1528.5,63092.0,30582.25,8.6,2023,1,13,3
2023-01-05 14:00:00,151.03,4600.75,1461.25,659.5,23197.5,3079.5,148.5,2423.0,9652.0,7806.0,4076.25,2526.25,1519.0,61536.0,34599.5,8.5,2023,1,14,3
2023-01-05 15:00:00,159.48,4664.0,1364.5,642.5,19499.25,1167.25,150.75,2421.5,10296.5,7839.25,4120.5,2064.75,1531.25,60520.25,39211.25,7.9,2023,1,15,3
2023-01-05 16:00:00,172.73,4788.5,1382.25,379.0,16620.75,70.25,152.0,2421.75,10754.0,7901.5,3920.0,2787.0,1534.5,60722.5,43652.5,7.7,2023,1,16,3
2023-01-05 17:00:00,194.7,4856.25,1361.75,538.25,14738.75,2.25,151.25,2423.0,10699.25,8108.5,3794.75,6253.75,1537.75,62918.0,47638.75,7.4,2023,1,17,3
2023-01-05 18:00:00,194.67,4876.25,1427.25,950.25,12860.75,2.0,150.5,2422.0,10826.75,7833.25,3881.0,6929.5,1538.75,62609.0,48796.0,6.8,2023,1,18,3
2023-01-05 19:00:00,177.98,4843.75,1409.5,1671.75,11646.0,2.0,150.0,2422.0,10845.5,7814.5,3802.25,6414.0,1539.75,60369.25,47049.5,5.9,2023,1,19,3
2023-01-05 20:00:00,163.99,4706.75,1388.75,2135.5,10847.0,2.5,150.5,2423.75,10909.75,7740.0,3677.75,4579.5,1546.25,57029.0,44044.0,5.7,2023,1,20,3
2023-01-05 21:00:00,152.0,4553.0,1369.5,2895.75,10401.0,2.0,153.0,2424.75,10871.25,7235.25,3467.0,2086.75,1552.5,53329.0,40030.25,5.9,2023,1,21,3
2023-01-05 22:00:00,144.64,4425.75,1318.25,3947.0,10457.0,2.0,152.75,2424.0,10829.0,5795.25,3091.75,1005.75,1552.0,50499.0,36093.0,5.0,2023,1,22,3
2023-01-05 23:00:00,127.0,4353.25,1328.25,4417.0,10804.5,2.0,150.75,2423.5,10726.5,4186.0,2617.25,360.75,1614.5,47079.75,31856.25,4.1,2023,1,23,3
2023-01-06 00:00:00,107.21,4319.25,1249.25,5189.25,11654.75,2.0,151.0,2421.25,10428.25,3496.75,2656.5,475.75,1826.25,44422.5,27576.5,3.9,2023,1,0,4
2023-01-06 01:00:00,101.1,4303.5,1216.0,5834.5,12699.5,2.0,151.5,2421.25,10154.75,3675.25,2620.5,184.5,1792.75,42535.25,23999.25,4.3,2023,1,1,4
2023-01-06 02:00:00,96.73,4295.75,1244.5,6194.0,14613.0,2.0,150.5,2422.0,10017.5,3668.0,2580.5,172.25,1786.25,42008.5,21199.5,4.1,2023,1,2,4
2023-01-06 03:00:00,82.34,4268.25,1216.0,6478.75,16449.0,2.0,138.5,2421.5,9253.5,3609.75,2360.5,152.0,1756.75,42716.75,19787.0,4.2,2023,1,3,4
2023-01-06 04:00:00,81.93,4281.25,1185.5,6580.0,18522.5,2.0,130.0,2421.25,8766.0,3712.75,2229.0,88.25,1713.25,44134.5,19030.0,4.6,2023,1,4,4
2023-01-06 05:00:00,84.03,4324.75,1178.5,6484.0,20799.5,2.25,137.5,2419.5,9692.0,3894.5,2458.25,85.25,1739.25,46373.25,19087.5,4.9,2023,1,5,4
2023-01-06 06:00:00,97.25,4384.5,1213.5,5694.5,23511.25,2.25,142.75,2419.75,10022.0,4210.75,2699.25,59.25,1727.0,50477.5,21269.5,5.1,2023,1,6,4
2023-01-06 07:00:00,106.51,4570.5,1237.5,5158.0,25385.25,3.0,149.75,2418.5,10249.0,4926.75,2826.75,172.25,1723.75,54347.25,23801.0,5.2,2023,1,7,4
2023-01-06 08:00:00,120.7,4702.25,1256.0,4545.0,27728.0,224.5,151.0,2417.0,10386.5,6146.75,2970.5,476.5,1760.75,57104.0,24606.5,5.9,2023,1,8,4
2023-01-06 09:00:00,116.86,4691.25,1298.0,4327.5,29240.0,1766.0,143.75,2417.0,10125.5,6118.75,2858.5,428.25,1765.25,58811.25,23477.75,6.7,2023,1,9,4
2023-01-06 10:00:00,112.85,4624.25,1301.5,4505.0,29858.75,3967.25,146.75,2417.75,9969.25,6002.75,2849.5,248.5,1768.5,60609.5,22278.5,7.3,2023,1,10,4
2023-01-06 11:00:00,113.37,4578.0,1320.25,5624.75,28931.75,5862.0,146.75,2417.25,9821.25,5340.0,2780.75,364.25,1770.25,61951.25,21532.75,8.7,2023,1,11,4
2023-01-06 12:00:00,115.0,4521.5,1298.75,5732.25,28734.25,6552.5,148.0,2418.75,10037.25,4776.0,2745.75,71.25,1772.5,61839.25,20820.25,8.8,2023,1,12,4
2023-01-06 13:00:00,109.78,4515.0,1301.75,5759.25,28903.0,5594.75,138.25,2415.5,10271.0,4598.75,2516.0,92.25,1755.25,60190.0,19933.0,9.7,2023,1,13,4
2023-01-06 14:00:00,119.71,4538.25,1284.5,5325.5,26828.25,3421.5,139.0,2410.75,10418.5,5015.75,2603.5,338.0,1749.0,59050.5,23475.25,10.0,2023,1,14,4
2023-01-06 15:00:00,125.83,4648.5,1273.25,5608.25,23806.5,1172.0,150.75,2414.5,10380.75,5949.5,3260.75,966.25,1773.5,57969.5,27382.75,9.8,2023,1,15,4
2023-01-06 16:00:00,139.57,4812.0,1298.75,5974.25,21027.75,70.0,152.0,2418.25,10841.0,6605.25,3623.75,2458.75,1796.75,58580.75,31508.75,9.3,2023,1,16,4
2023-01-06 17:00:00,155.93,4914.75,1285.5,6123.25,19778.5,4.0,152.0,2417.0,10901.25,6766.25,3821.75,5896.0,1798.75,60542.5,34636.75,8.6,2023,1,17,4
2023-01-06 18:00:00,163.5,4891.5,1236.5,6385.75,19564.75,2.25,152.0,2418.0,10876.0,6181.25,3657.75,4875.0,1791.5,61160.25,35207.5,7.7,2023,1,18,4
2023-01-06 19:00:00,146.74,4861.75,1221.75,5789.25,19204.25,2.0,152.0,2418.0,10951.5,5224.5,3476.0,4197.25,1781.0,58724.0,33728.5,7.6,2023,1,19,4
2023-01-06 20:00:00,139.38,4747.25,1239.0,5843.0,18764.5,2.0,152.25,2416.5,10867.0,4387.75,3412.25,1608.25,1773.0,55298.25,30688.75,7.5,2023,1,20,4
2023-01-06 21:00:00,131.8,4605.0,1235.5,5503.0,18544.75,2.0,153.0,2415.5,10556.5,3079.0,3244.0,717.25,1780.25,52942.75,28893.0,7.1,2023,1,21,4
