archetype,tariff,scenario,year,annual_bill_eur,baseline_bill_eur,c_star,c_star_avg,worst_month_eur_2023,worst_month_eur_2024,worst_month_eur_2025,loss_month_prob_2023,loss_month_prob_2024,loss_month_prob_2025,worst_month_eur_pooled,loss_month_prob_pooled
D,T3_AWA,passive,2025,4211.6814822848755,3806.8199999999997,-404.8614822848758,9.703746465186365,-13.768442810889894,48.766698793799435,87.38039731531899,0.0,0.6666666666666666,1.0,87.38039731531899,0.5555555555555556
D,T3_OCT,automated,2023,3682.6383989001624,4576.82,894.1816010998373,381.29567550561404,-41.39631173749589,5.724057906483665,47.65023794577007,0.0,0.08333333333333333,0.4166666666666667,47.65023794577007,0.16666666666666666
D,T3_OCT,automated,2024,3620.315855920602,3896.82,276.504144079398,381.29567550561404,-41.39631173749589,5.724057906483665,47.65023794577007,0.0,0.08333333333333333,0.4166666666666667,47.65023794577007,0.16666666666666666
D,T3_OCT,automated,2025,3833.618718662393,3806.8199999999997,-26.798718662393185,381.29567550561404,-41.39631173749589,5.724057906483665,47.65023794577007,0.0,0.08333333333333333,0.4166666666666667,47.65023794577007,0.16666666666666666
D,T3_OCT,passive,2023,3904.209216013732,4576.82,672.6107839862675,155.51874646518613,-18.688259502042257,30.01876323932612,67.18515349031838,0.0,0.5,1.0,67.18515349031838,0.5
D,T3_OCT,passive,2024,3843.828062305833,3896.82,52.99193769416706,155.51874646518613,-18.688259502042257,30.01876323932612,67.18515349031838,0.0,0.5,1.0,67.18515349031838,0.5
D,T3_OCT,passive,2025,4065.866482284876,3806.8199999999997,-259.0464822848762,155.51874646518613,-18.688259502042257,30.01876323932612,67.18515349031838,0.0,0.5,1.0,67.18515349031838,0.5
D,T3_TIB,automated,2023,3888.8083989001625,4576.82,688.0116010998372,175.12567550561394,-33.249149733628,30.850478882459925,74.51991538204538,0.0,0.16666666666666666,0.8333333333333334,74.51991538204538,0.3333333333333333
D,T3_TIB,automated,2024,3826.4858559206023,3896.82,70.3341440793979,175.12567550561394,-33.249149733628,30.850478882459925,74.51991538204538,0.0,0.16666666666666666,0.8333333333333334,74.51991538204538,0.3333333333333333
D,T3_TIB,automated,2025,4039.788718662393,3806.8199999999997,-232.96871866239326,175.12567550561394,-33.249149733628,30.850478882459925,74.51991538204538,0.0,0.16666666666666666,0.8333333333333334,74.51991538204538,0.3333333333333333
D,T3_TIB,passive,2023,4110.379216013732,4576.82,466.4407839862679,-50.651253534813655,-10.217555924463767,55.14518421530232,94.0548309265937,0.0,0.75,1.0,94.0548309265937,0.5833333333333334
D,T3_TIB,passive,2024,4049.9980623058327,3896.82,-153.17806230583255,-50.651253534813655,-10.217555924463767,55.14518421530232,94.0548309265937,0.0,0.75,1.0,94.0548309265937,0.5833333333333334
D,T3_TIB,passive,2025,4272.036482284876,3806.8199999999997,-465.2164822848763,-50.651253534813655,-10.217555924463767,55.14518421530232,94.0548309265937,0.0,0.75,1.0,94.0548309265937,0.5833333333333334
D,T4,automated,2023,3551.1578325208447,4576.82,1025.662167479155,655.7609974765593,-48.12551147167406,-26.05980790640993,9.878478390708437,0.0,0.0,0.08333333333333333,9.878478390708437,0.027777777777777776
