datetime,load_D,load_A,load_ev,year,month,hour,dayofweek
2023-01-16 03:00:00,0.26455193542818006,0.26455193542818006,0.0,2023,1,3,0
2023-01-16 04:00:00,0.27614047435750644,0.27614047435750644,0.0,2023,1,4,0
2023-01-16 05:00:00,0.3142783471344543,0.3142783471344543,0.0,2023,1,5,0
2023-01-16 06:00:00,0.4064783893177789,0.4064783893177789,0.0,2023,1,6,0
2023-01-16 07:00:00,0.44193348439445934,0.44193348439445934,0.0,2023,1,7,0
2023-01-16 08:00:00,0.4154813846644752,0.4154813846644752,0.0,2023,1,8,0
2023-01-16 09:00:00,0.4012233272327412,0.4012233272327412,0.0,2023,1,9,0
2023-01-16 10:00:00,0.40498893942487924,0.40498893942487924,0.0,2023,1,10,0
2023-01-16 11:00:00,0.4441742888327387,0.4441742888327387,0.0,2023,1,11,0
2023-01-16 12:00:00,0.4639437528414637,0.4639437528414637,0.0,2023,1,12,0
2023-01-16 13:00:00,0.45991295669213267,0.45991295669213267,0.0,2023,1,13,0
2023-01-16 14:00:00,0.4491199696343849,0.4491199696343849,0.0,2023,1,14,0
2023-01-16 15:00:00,0.4639967896329022,0.4639967896329022,0.0,2023,1,15,0
2023-01-16 16:00:00,0.5300496936370145,0.5300496936370145,0.0,2023,1,16,0
2023-01-16 17:00:00,0.6622041187040579,0.6622041187040579,0.0,2023,1,17,0
2023-01-16 18:00:00,2.4483910376381663,0.7360622705148789,1.7123287671232876,2023,1,18,0
2023-01-16 19:00:00,2.441094059082744,0.7287652919594565,1.7123287671232876,2023,1,19,0
2023-01-16 20:00:00,2.37732615684311,0.6649973897198223,1.7123287671232876,2023,1,20,0
2023-01-16 21:00:00,2.3060270302191994,0.5936982630959119,1.7123287671232876,2023,1,21,0
2023-01-16 22:00:00,0.5250023589851112,0.5250023589851112,0.0,2023,1,22,0
2023-01-16 23:00:00,0.42147454209703306,0.42147454209703306,0.0,2023,1,23,0
2023-01-17 00:00:00,0.32796285996709196,0.32796285996709196,0.0,2023,1,0,1
2023-01-17 01:00:00,0.28192112103448635,0.28192112103448635,0.0,2023,1,1,1
2023-01-17 02:00:00,0.26691125779025787,0.26691125779025787,0.0,2023,1,2,1
2023-01-17 03:00:00,0.2645598893432822,0.2645598893432822,0.0,2023,1,3,1
2023-01-17 04:00:00,0.2761487766890911,0.2761487766890911,0.0,2023,1,4,1
2023-01-17 05:00:00,0.31428779610441737,0.31428779610441737,0.0,2023,1,5,1
2023-01-17 06:00:00,0.40649061033817796,0.40649061033817796,0.0,2023,1,6,1
2023-01-17 07:00:00,0.4419467713938909,0.4419467713938909,0.0,2023,1,7,1
2023-01-17 08:00:00,0.4154938763654139,0.4154938763654139,0.0,2023,1,8,1
2023-01-17 09:00:00,0.40123539025649724,0.40123539025649724,0.0,2023,1,9,1
2023-01-17 10:00:00,0.4050011156640599,0.4050011156640599,0.0,2023,1,10,1
2023-01-17 11:00:00,0.44418764320332077,0.44418764320332077,0.0,2023,1,11,1
